ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN003701,"‘shiripira’, species of large ‘cunchi’-type catfish that lives in rivers and lakes, but not smaller creeks. It reaches some 30cm in length, with a flattened head and wide mouth like that of a ‘zúngaro’, a white belly, and black and white stripes that run lengthwise along its sides and back; its venomous side spurs can cause very painful injuries; and its flesh is almost wholly free of small bones",samaja_2,,,Sorubim lima,
SN003702,"layer of tough, non-muscle tissue that lies between the abdominal muscles and internal organs of animals",LX002704,,Poss.pref,,
SN003703,"‘tutumo’ or ‘huingo’, species of cultivated tree with large round fruits, which serve to make gourd vessels",samaku,,,Crescentia cujete,
SN003704,"‘pate’, bowl-like gourd vessel made from the large spherical fruits of the tree of the same name, cut in half and hollowed out",samaku,,,,
SN003705,"make a <[samaku](samaku)> (‘pate’, or gourd vessel) from the fruit of the ‘huingo’ tree. The large spherical fruits are harvested when still green, split in half, the soft interior scooped out, and the remnants scraped out. The resulting vessel is then filled with ashes and left in the sun until dry. Traditionally the interior of the gourd was repeatedly painted with the sap of the <[kuumáaka](LX001614)> vine, which left a glossy black coat which helped preserve the vessel",LX002705,,,,
SN003706,rest,LX002706,,,,
SN003707,rest,LX002707,,,,
SN003708,"species of ‘suri’, edible beetle grub, similar in general form to <[aniita marajákwaa](LX000225)>, but smaller, reaching only 2-3 cm in length, and unlike the former, remains white even when mature. It is principally encountered in ‘pona’ (<[tatɨɨ](LX003237)>) palm trunks, although it is also occasionally found in ‘aguaje’ (<[nɨsikati](LX002285)>) palm trunks as well",LX002708,,,,
SN003709,unwind or unwrap something that is tightly wound or wrapped,LX002709,,,,
SN003710,"untwist, unspin, or unbraid a rope, cord, or thread that has been made out of multiple fibers or smaller strings or ropes by spinning, twisting, or braiding them together",LX002709,,,,
SN003711,"unwind or unwrap, speaking of something tightly wound or wrapped",LX002710,,,,
SN003712,"untwist or unbraid, speaking of a rope or cord that has been twisted or braided together out of multiple strings or fibers",LX002710,,,,
SN003713,"victuals, either a large quantity of uncooked food suitable for taking on a long trip, or cooked food that is intended for a shorter trip, e.g., a hunting trip that last only part of a day",saminaja,,,,
SN003714,"imitate, mimic the behavior or vocalizations of an animal or person; the calls of animals are often imitated while hunting, in order to draw animals closer to the hunter",LX002711,,,,
SN003715,"think, have a thought",LX002712,,This sense takes a either a speech report or the discourse anaphor <niwa> as its complement,,
SN003716,"be preoccupied with, be concerned about, worry about, or think about something in a preoccupied manner, e.g., think about a deceased person, remembering their personality qualities, or the things they did; think about a loved one who is far away, wondering if they are well, or what they might be doing; or think about a job one is carrying out, worrying about the obstacles one might have to overcome, or how long it may take",LX002712,,This sense takes either an NP or an irrealis non-finite clause as complement,,
SN003717,"inspect, check over, or look over carefully for signs of ill health, injury, damage, or otherwise problematic attributes, e.g., looking over a canoe to make sure that it does not have leaks, checking over a set of purchases to make sure that one has received everything one has asked for",LX002713,,,,
SN003718,thought or idea,LX002714,,,,
SN003719,"prepare or ready victuals, generally for extended trips, e.g., go to the garden, harvest manioc, place it in a basket, and place it in the canoe; or make fariña, place it in a sack, and place it in the canoe; or hunt game, smoke the meat and place it in the canoe",LX002715,,,,
SN003720,"cooking paddle, a wooden cooking implement with a handle from which extends a broader flat surface; small versions of this implement were used to remove pieces of food from hot water or soups, while larger versions were used to stir cooking food",LX002716,,,,
SN003721,"swift, type of bird",samisu,,,,
SN003722,"bee; general term, irrespective of species",samiyani,,,,
SN003723,bee (general term),samiyini,,,,
SN003724,"be tired, especially from arduous work",LX002717,,,,
SN003725,"be tired of, be bored of, or be fed up with doing something",LX002718,,This sense takes a non-finite irrealis complement,,
SN003726,rest,LX002719,,,,
SN003727,"constantly, frequently, or habitually",LX002720,,,,
SN003728,plantain (plural),LX002721,,,,
SN003729,"‘platanal’, a plot of land dedicated to raising plantains",LX002722,,,,
SN003730,"‘sacha plátano’, plant with a general form similar to a plantain and with similar, but more slender and tougher, leaves. This plant does not produce plantain-like fruits, but the leaves are used to roof temporary shelters",LX002723,,,,
SN003731,"‘saltón’, species of large ‘zúngaro’-type catfish that reaches almost 3m in length in the San Antonio area, and is generally found in deep spots in rivers. It has a white belly, gray sides, and a gray back, which is covered with a slime that looks like fur or bristles",LX002724,,,Brachyplatysoma filamentosum,
SN003732,"plantain, speaking both of the plant and its fruits",LX002725,,,,
SN003733,"species of worm that attacks the base of plantain plants, with normally only a single worm burrowing into the center of the plant and eating the growing shoots there, eventually hollowing it out and killing the plant",LX002726,,,,
SN003734,worm species (plural),LX002727,,,,
SN003735,"‘guineo vinagre’, species of ‘guineo’ or sweet plantain that reaches some 10cm in length, but is remarkably thick for its length, with very white and sweet, but tangy, flesh when ripe. While growing, the skins of these plantains are light green, from which the Iquito name of this variety derives, ripening to a pale yellow",LX002728,,,,
SN003736,overwork someone; make excessive demands on someone for work or assistance,LX002729,,"Historically, this was presumably the active counterpart of <samɨrɨ́ɨni> ‘be tired’, although semantic drift now makes the active-middle correspondence imperfect",,
SN003737,"‘paiche’, fish species",samuu,,,,
SN003738,"‘paiche’, a species of fish with a long, tubular body covered with very large hard scales, that reaches up to 4m in length. These fish were once abundant in the lakes in Iquito territory, but being much prized by commercial fishermen, and hence heavily over-fished, are now only found in lakes far up the Pintuyacu River",LX002730,,,Arapaima gigas,
SN003739,type of fan woven from the immature bud (‘cogollo’) of <[niraasi](niraasi)> (‘shapaja’) palms with a distinctive shape that recalls the tail of <[sámuu](LX002730)> (‘paiche’) fish,LX002731,,,,
SN003740,"San Antonio de Pintuyacu, the principal Iquito community, founded in 1911 by the ‘patrón’ Ramón Ampuero, who settled it with Iquito ‘peones’ under his control, who worked for him in conditions of near-slavery. Located on the Pintuyacu River, approximately an hour downriver of the confluence of the Pintuyacu and Chambira Rivers, with a population of approximately 450 people, it is the largest settlement in the Pintuyacu River basin",LX002732,,,,
SN003741,"straighten something relatively hard or stiff, e.g., a nail or a piece of arrow cane",LX002733,,,,
SN003742,"try, test; try doing something to see if turns out well or in an expected manner; or test something or someone to determine if they have a desired quality, e.g., test a motor to see if it works, or test a student in an exam to see if they have learned something",LX002734,,This verb can take both NPs and non-finite irrealis clauses as complements,,
