ID,Language_ID,Headword,Part_Of_Speech,Derivational_Root,Irregular_Plural,Irregular_Possessed_Form,Literal_Meaning,Loanword_Source,Main_Entry,Middle_Form,Pronunciation,Root,Semantics_Note,Variant_Form
LX002973,iqu,siwɨɨka,noun,,,,,,,,,siwɨɨka,,
LX002974,iqu,siwɨɨ́taamɨ,noun,,siwɨɨ́taamɨya,,,,,,,siwɨɨ́taamɨ,,
LX002975,iqu,siyaakíini,transitive verb,,,,,,,,,siyaákii,,
LX002976,iqu,siyaanɨ́ɨni,ambitransitive verb,,,,,,,,,siyaánɨ,,
LX002977,iqu,siyɨɨkɨ́ɨni,intransitive verb,,,,,,,,,siyɨɨ́kɨɨ,,
LX002978,iqu,síyuuri,noun,,síyuuriwa,,,,,,,síyuuri,,
LX002979,iqu,siijúuni,transitive verb,,,,,,,,,siíjuu,,
siiki,iqu,siiki,noun,,siikiwa,,,,,,,siiki,,
LX002980,iqu,siíkiraja,noun,,,,,,,,,siíkiraja,,Free Variant: sakaáruuki
LX002981,iqu,siikiyúuni,noun,,siikiyúuwa,,,,,,,siikiyúuni,,
LX002982,iqu,Siikiyúuni,proper noun,,,,,,,,,Siikiyúuni,,
LX002983,iqu,siikiyúuwa,noun,,,,,,LX002981,,,siikiyúuwa,,
LX002984,iqu,siikíini,intransitive verb,,,,,,,,,siíkii,,
siimaka,iqu,siimaka,noun,,,,,,,,,siimaka,,
siimana,iqu,siimana,noun,,siimapɨ,,,,,,,siima,,
LX002985,iqu,siimana aakɨsíini,noun,,siimana aakɨsíiya,,shaman's intoxication,,,,,siimana aakɨsíini,,
LX002986,iqu,siimapɨ,noun,,,,,,siimana,,,siimapɨ,,
LX002987,iqu,siimúuni,transitive verb,,,,,,,,,siímuu,,
siinaki,iqu,siinaki,noun,,,,,,sinakija,,,siinaki,,
LX002988,iqu,siinaki imáaku,noun,,,,maggot-eaten thing,,,,,siinaki imáaku,,
LX002989,iqu,siinaki imáaku,noun,,,,,,,,,siinaki imáaku,,
LX002990,iqu,siinaki iíyuu,adjective,,,,impregnated with maggots,,,,,siinaki iíyuu,,
LX002991,iqu,siinakíriisi,adjective,,,,,,,,,siinakíriisi,,
LX002992,iqu,siinakíriisi,noun,,,,,,,,,siinakíriisi,,Free Variant: anitáaki sirúuku
LX002993,iqu,siinaakɨ,noun,,"siinaakɨwa, siinaakɨka",,,,,,,siinaakɨ,,
siini,iqu,siini,noun,,siiniwa,,,,,,,siini,,Free Variant: siiníisi
LX002994,iqu,siinítaari,noun,,siinítaariwa,,,,,,,siinítaari,,
LX002995,iqu,siiníini,transitive verb,,,,,,,,,siínii,,
LX002996,iqu,siiníisi,noun,,,,,,siini,,,siiníisi,,
LX002997,iqu,síipa,adverb,,,,,,,,,síipa,,
LX002998,iqu,siípakɨya,adverb,,,,,,,,,siípakɨya,,
LX002999,iqu,siipíiwa,noun,,,,,from Q. ‘shipihui’,,,,siipíiwa,,
LX003000,iqu,siiríkiija,noun,,,,,,,,,siiríkiija,,
LX003001,iqu,siiríkiija,noun,,,,,,,,,siiríkiija,,
siiriwa,iqu,siiriwa,noun,,,,,,sirija,,,siiriwa,,
LX003002,iqu,siiriwa=iíjinaji ajirɨ́ɨni,noun,,,,sit from the tips of one's knees,,,,,siiriwa=iíjinaji ajiítɨ,,
LX003003,iqu,siiríija,noun,,siiriíjawaaka,,,,,,,siiríija,,
LX003004,iqu,siíriija,noun,,siíriijawaaka,,,,LX002681,,,siíriija,,
LX003005,iqu,siiríinka,noun,,,,,from Sp. ‘shiringa’,,,,siiríinka,,
LX003006,iqu,siiríinka imɨ́ɨni,noun,,siiríinka imɨ́ɨka,,‘shiringa’ ‘madre’,,,,,siiríinka imɨ́ɨni,,
LX003007,iqu,siirɨ,noun,,siirɨwa,,,,,,,siirɨ,,
LX003008,iqu,siirɨ,noun,,,,,,,,,siirɨ,,
LX003009,iqu,siirɨ íkaja,noun,,,,caiman ‘cocona’,,,,,siirɨ íkaja,,
LX003010,iqu,siirɨ ítɨɨnɨyáana,noun,,,,thunderer caiman,,LX003014,,,siirɨ ítɨɨnɨyáana,,
LX003011,iqu,siirɨ minati,noun,,,,caiman pineapple,,,,,siirɨ minati,,
LX003012,iqu,siirɨ namajaati,noun,,,,,,,,,siirɨ namajaati,,personal variant (HDC): nasiirɨnamajaáti
LX003013,iqu,siirɨ náana,noun,,siirɨ naánaka,,caiman tree,calque of Sp. ‘lagarto caspi’,,,,siirɨ náana,,
LX003014,iqu,siirɨ tiririija,noun,,,,,,,,,siirɨ tiririija,,Free Variant: siirɨ ítɨɨnɨyáana
LX003015,iqu,siirɨ turuja,noun,,,,caiman's roasted manioc,,,,,siirɨ turuja,,
LX003016,iqu,Siirɨɨri,proper noun,,,,,,,,,Siirɨɨri,,
LX003017,iqu,Siirɨɨ́taja,proper noun,,,,,,,,,Siirɨɨ́taja,,Free Variant: Amuriítaasi ; Free Variant: Tiítɨɨsi ; Free Variant: Amɨriítaasi
LX003018,iqu,siíruwa,noun,,,,,,LX002938,,,siíruwa,,
LX003019,iqu,siíruwa anákana,noun,,,,Woolly Monkey head,,,,,siíruwa anákana,,
LX003020,iqu,siirúusi,noun,,,,,,,,,siirúusi,,
LX003021,iqu,siíruuyáaku,noun,,,,,,,,,siíruuyáaku,,
LX003022,iqu,siisiáaku,noun,,,,,,,,,siisiáaku,,
LX003023,iqu,siisíija,noun,,siisíijawaaka,,,,,,,siisíija,,
LX003024,iqu,siisíija,noun,,siisíijawaaka,,,,LX001032,,,siisíija,,
LX003025,iqu,siísiiri,noun,,siísiiriwa,,,,,,,siísiiri,,
LX003026,iqu,siitíina,noun,,,,,,LX003027,,,siitíina,,
LX003027,iqu,siitíini,noun,,"siitíiwa, siitiínika",,,,,,,siitíini,,personal variant (ELY): siitíina
LX003028,iqu,siitíiwa,noun,,,,,,LX003027,,,siitíiwa,,
LX003029,iqu,siíturu,noun,,,,,,,,,siíturu,,
LX003030,iqu,siiturúkana,noun,,siiturúkiaakɨ,,Chestnut-Headed Crake manioc,,,,,siiturúkana,,
LX003031,iqu,siiturúkiaakɨ,noun,,,,,,LX003030,,,siiturúkiaakɨ,,
LX003032,iqu,siiwaamɨ́ɨna,noun,,,,,,,,,siiwaamɨ́ɨna,,
siiwiya,iqu,siiwiya,noun,,,,,,LX003033,,,siiwiya,,
LX003033,iqu,siiwíika,noun,,"siiwiya, siiwiíkaka",,,,,,,siiwíika,,Nanay dialect: siwiyúuka
LX003034,iqu,siiwíika sɨɨ́taari,noun,,,,hook biter-off,,,,,siiwíika sɨɨ́taari,,
LX003035,iqu,Siiwiíkaraaja,proper noun,,,,,,,,,Siiwiíkaraaja,,
LX003036,iqu,siiyuúmani,noun,,siiyuúmaka,,,,,,,siiyuúmani,,
LX003037,iqu,siiyúuna,noun,,,,,,,,,siiyúuna,,dialect variant: irúuna
LX003038,iqu,siiyúuna,noun,,,,,,,,,siiyúuna,,
LX003039,iqu,siiyúuni,ambitransitive verb,,,,,,,,,siíyuu,,Nanay dialect: siwiyúuni
LX003040,iqu,siíyuuni,noun,,siíyuuniwa,,,,,,,siíyuuni,,
LX003041,iqu,siiyuútaja,noun,,,,,,,,,siiyuútaja,,
LX003042,iqu,sɨ́nitimaaku,noun,,,,,,,,sɨ́ntimaaku,sɨ́nitimaaku,,
LX003043,iqu,sɨnɨrɨ,noun,,sɨnɨrɨwa,,,,LX001413,,,sɨnɨrɨ,,
LX003044,iqu,sɨriaánaaja,noun,,,,,,,,,sɨriaánaaja,,
LX003045,iqu,sɨrika,noun,,,,,,LX003046,,,sɨrika,,
LX003046,iqu,sɨrikaka,noun,,,,,,,,,sɨrikaka,,personal variant (JPI): sɨrika
LX003047,iqu,sɨriki,noun,,sɨrikiwa,,,,,,,sɨriki,,
LX003048,iqu,sɨriki naamɨ,noun,,sɨriki naamɨya,,cricket leaf,,,,,sɨriki naamɨ,,
LX003049,iqu,sɨriki sikaaja,noun,,,,cricket sex,,,,,sɨriki sikaaja,,
LX003050,iqu,sɨrina,adjective,,,,,,,,,sɨri,,
LX003051,iqu,sɨrɨkɨ́tɨɨja,noun,,,,,,,,,sɨrɨkɨ́tɨɨja,,
LX003052,iqu,sɨrɨ́kɨɨja,noun,,sɨrɨ́kɨɨya,,,,,,,sɨrɨ́kɨɨja,,
LX003053,iqu,sɨrɨ́maaja,noun,,,,,,,,,sɨrɨ́maaja,,personal variant (HDC): surúmaaja ; Free Variant: naki imɨ́ɨni siriija ; Free Variant: súruukutáana ; Free Variant: suurija ; personal variant (JPI): sarámaaja
LX003054,iqu,sɨrɨ́wɨɨja,noun,,,,,,,,,sɨrɨ́wɨɨja,,
LX003055,iqu,sɨrɨ́ɨti,noun,,,,,,,,,sɨrɨ́ɨti,,Free Variant: kuupáara
LX003056,iqu,sɨwɨ,noun,,sɨwɨya,,,,LX000278,,,sɨwɨ,,
LX003057,iqu,sɨɨka,noun,,,,,,,,,sɨɨka,,Free Variant: mɨ́yaki
LX003058,iqu,sɨɨkákana,noun,,sɨɨkákiaakɨ,,Cinereous Tinamou manioc,,,,,sɨɨkákana,,
LX003059,iqu,sɨɨkákiaakɨ,noun,,,,,,LX003058,,,sɨɨkákiaakɨ,,
LX003060,iqu,Sɨɨ́kani,proper noun,,,,,,,,,Sɨɨ́kani,,
LX003061,iqu,sɨɨ́kaaja,noun,,,,,,,,,sɨɨ́kaaja,,
LX003062,iqu,sɨɨkíini,transitive verb,,,,,,,,,sɨɨ́kii,,
LX003063,iqu,sɨɨ́maaku,noun,,,,,,,,,sɨɨ́maaku,,Chambira dialect: iráaku
LX003064,iqu,sɨɨmɨɨsíini,noun,,,,,,,,,sɨɨmɨɨsíini,,
LX003065,iqu,sɨɨmɨɨsíini,intransitive verb,,,,,,,,,sɨɨmɨɨ́si,,
LX003066,iqu,sɨɨmɨɨsiitáani,intransitive verb,,,,,,LX003122,,,sɨɨmɨɨsiíta,,
LX003067,iqu,sɨɨmɨɨ́tina,adjective,,,,,,,,,sɨɨmɨɨ́ti,,
LX003068,iqu,sɨɨnajitiika,adverb,,,,,,,,,sɨɨnajitiika,,
LX003069,iqu,sɨɨnakíriija,noun,,sɨɨnakíriiwa,,,,LX003071,,,sɨɨnakíriija,,
LX003070,iqu,sɨɨ́nakíini,transitive verb,,,,,,,,,sɨɨ́naki,,
LX003071,iqu,sɨɨnakɨ́raaja,noun,,,,,,,,,sɨɨnakɨ́raaja,,personal variant (JPI): sɨɨnakíriija
LX003072,iqu,sɨ́ɨni,transitive verb,,,,,,,,,sɨɨ,,
LX003073,iqu,sɨɨpɨ,noun,,,,,,,,,sɨɨpɨ,,dialect variant: sáati
LX003074,iqu,sɨɨri,noun,,sɨɨriwa,,,,,,,sɨɨri,,
LX003075,iqu,sɨɨrimɨ,noun,,"sɨɨrimɨya, sɨɨrimɨka",,,,,,,sɨɨrimɨ,,
LX003076,iqu,sɨɨrɨɨ́tɨɨja,noun,,,,,,,,,sɨɨrɨɨ́tɨɨja,,
LX003077,iqu,sɨɨ́sa,adverb,,,,,,,,,sɨɨ́sa,,
LX003078,iqu,sɨɨ́sa kuwasiáana,adjective,,,,poor speaker,,,,,sɨɨ́sa kuwasiáa,,
LX003079,iqu,sɨɨ́sa kuwasiáana,noun,,,,poor speaker,,,,,sɨɨ́sa miiyáa,,
LX003080,iqu,sɨɨ́sajakwaa,adjective,,,,,,,,,sɨɨ́sajakwaa,,
LX003081,iqu,sɨɨ́saki,noun,,,,,,,,,sɨɨ́saki,,
LX003082,iqu,sɨɨ́saki,adjective,,,,,,,,,sɨɨ́saki,,
LX003083,iqu,sɨɨ́sami kuwasiáana,adjective,,,,bad speaker,,,,,sɨɨ́sami kuwasiáa,,
LX003084,iqu,sɨɨ́samíjaarika,adjective,,,,,,LX003086,,,sɨɨ́samíjaarika,,
LX003085,iqu,sɨɨ́sana,adjective,,,,,,,,,sɨɨ́sa,,
LX003086,iqu,sɨɨ́sanurika,adjective,,"sɨɨ́samijaárika (inanimate), sɨɨ́sapɨjaárika (animate)",,,,,,,sɨɨ́sa,,
LX003087,iqu,sɨɨ́sanurika,adverb,,,,,,,,,sɨɨ́sa,,
LX003088,iqu,sɨɨ́sapɨ́jaarika,adjective,,,,,,LX003086,,,sɨɨ́sapɨ́jaarika,,
LX003089,iqu,sɨɨ́saramaajɨtáami,number,,,,,,,,,sɨɨ́saramaajɨtáami,,
LX003090,iqu,sɨɨ́saramaajɨtáapɨ,number,,,,,,,,,sɨɨ́saramaajɨtáapɨ,,
LX003091,iqu,sɨɨ́sariika,adjective,,sɨɨ́sariikapɨ,,,,,,,sɨɨ́sariika,,
LX003092,iqu,sɨɨ́saamiitáani,ambitransitive verb,,,,,,,,,sɨɨ́samiíta,,
LX003093,iqu,sɨɨsaárika,adverb,,,,,,,,,sɨɨsaárika,,
LX003094,iqu,sɨɨtáani,transitive verb,,,,,,,,,sɨɨta,,
LX003095,iqu,sɨɨtáani,transitive verb,,,,,,,,,sɨɨ́ta,,
LX003096,iqu,sɨɨwɨɨkáana,noun,,,,,,,,,sɨɨwɨɨkáana,,
LX003097,iqu,sɨɨwɨɨkaayɨ,noun,,"sɨɨwɨɨkaayɨwa, sɨɨwɨɨkaayɨka",,,,,,,sɨɨwɨɨkaayɨ,,Free Variant: itɨyɨ ; Free Variant: piyúuri iíyɨɨ ; Free Variant: maasi ánaaja2
LX003098,iqu,sɨɨwɨɨnáana,noun,,,,,,,,,sɨɨwɨɨnáana,,
LX003099,iqu,sɨ́ɨyɨ,noun,,sɨɨ́yɨwa,,,,,,,sɨ́ɨyɨ,,
LX003100,iqu,sujuriisíini,intransitive verb,,,,,from Sp. sufrir},,,,sujuriísii,,
sukwanaaja,iqu,sukwanaaja,noun,,,,,,,,,sukwanaaja,,
LX003101,iqu,sukwarúuni,transitive verb,,,,,,,,,sukwáruu,,
LX003102,iqu,suníina,noun,,,,,,,,,suníina,,
LX003103,iqu,suríini,intransitive verb,,,,,,,,,súrii,,
LX003104,iqu,suríini,intransitive verb,,,,,,,,,súrii,,
LX003105,iqu,suriitáani,intransitive verb,,,,,,,,,suriíta,,
LX003106,iqu,suriiwɨ́ɨni,intransitive verb,,,,,,,,,suriíwɨɨ,,
suruku,iqu,suruku,noun,,"surukuwa, surukuka",,,,,,,suruku,,
Suruku,iqu,Suruku,proper noun,,,,,,,,,Suruku,,
LX003107,iqu,surukúnitina,noun,,,,,,,,,surukúnitina,,
LX003108,iqu,surúmaaja,noun,,,,,,LX003053,,,surúmaaja,,
LX003109,iqu,súruukutáana,noun,,súruukutáapɨ,,,,LX003053,,,súruukutáana,,
LX003110,iqu,súruukutáani,intransitive verb,,,,,,,,,súruukuta,,
suwaka,iqu,suwaka,noun,,,,,,,,,suwaka,,
LX003111,iqu,suwákija,noun,,,,,,LX003112,,,suwákija,,
LX003112,iqu,suwákiji,noun,,,,,,,,,suwákiji,,personal variant (ELY): suwákija
suwami,iqu,suwami,adjective,,,,,,LX003118,,,suwami,,
LX003113,iqu,suwánaja,adjective,,,,,,,,,suwánaja,,
LX003114,iqu,suwanajúuni,transitive verb,,,,,,,,,suwanájuu,,
LX003115,iqu,suwapɨ,adjective,,,,,,LX003118,,,suwapɨ,,
LX003116,iqu,suwaramaajɨtáami,number,,,,,,,,,suwaramaajɨtáami,,
LX003117,iqu,suwaramaajɨtáapɨ,number,,,,,,,,,suwaramaajɨtáapɨ,,
LX003118,iqu,suwáani,adjective,,"suwapɨ (animate), suwami (inanimate)",,,,,,,suwa,,
suwaata,iqu,suwaata,adverb,,,,,,,,,suwaata,,
suu,iqu,suu,noun,,suuwa,,,,,,,suu,,
LX003119,iqu,suúkuuja,noun,,,,,,,,,suúkuuja,,
LX003120,iqu,suukúuni,transitive verb,,,,,,,,,suúkuu,,
LX003121,iqu,suúkuutaníini,transitive verb,,,,,,,,,suúkuutánii,,
LX003122,iqu,suúkuutáani,intransitive verb,,,,,,,,,suúkuuta,,Free Variant: sɨɨmɨɨsiitáani
LX003123,iqu,suukúuwa,noun,,,,,from Sp. ‘sucoba’,,,,suukúuwa,,
LX003124,iqu,suúkwara,adverb,,,,,,,,,suúkwara,,
LX003125,iqu,suúkwara apiráani,intransitive verb,,,,smell disgustingly,,,,,suúkwara ápiita,,
LX003126,iqu,suúkwara iwíini,intransitive verb,,,,be disgustingly,,,,,suúkwara iíki,,
LX003127,iqu,suúkwara kuwasiáana,noun,,,,disgusting talker,,,,,suúkwara kuwasiáana,,
LX003128,iqu,suúkwara míini,intransitive verb,,,,do disgustingly,,,,,suúkwara mii,,
LX003129,iqu,suúkwara sawɨɨ́kuuyáana,noun,,,,disgusting crier,,,,,suúkwara sawɨɨ́kuuyáana,,Free Variant: suúkwara saapiáana
LX003130,iqu,suúkwara saapiáana,noun,,súkwara saapiáapɨ,,disgusting crier,,LX003129,,,suúkwara saapiáana,,
LX003131,iqu,suúkwarana,adjective,,,,,,,,,suúkwara,,
LX003132,iqu,suúkwarasíini,intransitive verb,,,,,,,,,suúkwarasi,,
suukwariija,iqu,suukwariija,noun,,,,,,,,,suukwariija,,
LX003133,iqu,suukwariija aákuuri,noun,,,,‘shirui’ shell,,suukwariijaari,,,suukwariija aákuuri,,
LX003134,iqu,suukwariija táasa,noun,,,,‘shirui’ basket,,,,,suukwariija táasa,,
suukwariijaari,iqu,suukwariijaari,noun,,"suukwariijaariwa, suukwariijarika",,,,,,,suukwariijaari,,Free Variant: suukwariija aákuuri
suurija,iqu,suurija,noun,,,,,,LX003053,,,suurija,,
LX003135,iqu,suuríija,noun,,,,,,saminaja,,,suuríija,,
LX003136,iqu,suúrukuuja,noun,,,,,,LX001771,,,suúrukuuja,,
LX003137,iqu,suurukuujúuni,intransitive verb,,,,,,LX001772,,,suurukuújuu,,
LX003138,iqu,takarajuutáani,transitive verb,,,,,,,takɨrɨjɨɨtáani (middle),,takarajuúta,,
LX003139,iqu,takaraajúuni,transitive verb,,,,,,,takɨrɨɨjɨ́ɨni (middle),,takaraájuu,,
LX003140,iqu,Takarnáaku,proper noun,,,,,,,,,Takarnáaku,,
LX003141,iqu,takatáani,transitive verb,,,,,,,takɨtɨ́ɨni (middle),,takáta,,
LX003142,iqu,tákaama,adjective,,,,,,,,,tákaama,,
LX003143,iqu,tákaana,adjective,,,,,,,,,tákaa,,
LX003144,iqu,takijámiiki,adjective,,,,,,LX003146,,,takijámiiki,,
LX003145,iqu,takijápɨɨki,adjective,,,,,,LX003146,,,takijápɨɨki,,
takina_1,iqu,takina,noun,,,,,,,,,takina,,
takina_2,iqu,takina,noun,,,,,,,,,takina,,
LX003146,iqu,takínuurika,adjective,,"takijámiiki (inan.), takijápɨɨki (anim.)",,,,,,,takínuurika,,
LX003147,iqu,takíriija,noun,,,,,,,,,takíriija,,
LX003148,iqu,takíina,noun,,,,,,,,,takíina,,
LX003149,iqu,takíini,transitive verb,,,,,,,,,taki,,
LX003150,iqu,takɨrɨjɨɨtáani,intransitive verb,,,,,,,takarajuutáani (active),,takɨrɨjɨɨ́ta,,
LX003151,iqu,takɨrɨɨjɨ́ɨni,intransitive verb,,,,,,,takaraajúuni (active),,takɨrɨɨjɨɨ,,
LX003152,iqu,takɨsíini,intransitive verb,takɨ́si,,,,,,,,takɨɨ́si,,
LX003153,iqu,takɨtíini,noun,,,,,,,,,takɨtíini,,Free Variant: asúraaja imɨ́ɨni ; personal variant (ELY): takɨtɨ́ɨni2
LX003154,iqu,takɨtɨtɨ́ɨni,intransitive verb,,,,,,,,,takɨtɨ́tɨɨ,,
LX003155,iqu,takɨtɨ́ɨni,intransitive verb,,,,,,,takatáani (active),,takɨ́tɨ,,
LX003156,iqu,takɨtɨ́ɨni,noun,,,,,,LX003153,,,takɨtɨ́ɨni,,
LX003157,iqu,takúmiikwáani,intransitive verb,,,,,,,,,takúmiikwa,,
LX003158,iqu,takumíini,transitive verb,,,,,,,,,takumi,,
LX003159,iqu,tákusi,noun,,,,,,,,,tákusi,,
LX003160,iqu,tákusi aniáasi,noun,,,,scorpion's tail,,,,,tákusi aniáasi,,Free Variant: anitáaki kajakáana
LX003161,iqu,tákusi naniáasi aniitáana,noun,,tákusi naniáasi aniitáapɨ,,tail-carrying spider,,,,,tákusi naniáasi aniitáana,,
LX003162,iqu,takuúkujina,noun,,,,,,,,,takuúkujina,,
LX003163,iqu,takuúnaari,noun,,takuúnaariwa,,,,,,,takuúnaari,,Free Variant: murákatiiri
LX003164,iqu,takúuni,intransitive verb,,,,,,,,,takuu,,Nanay dialect: narɨ́ɨni
LX003165,iqu,takuutaníini,transitive verb,,,,,,,,,takuutánii,,
LX003166,iqu,takuútaaja,noun,,,,,,,,,takuútaaja,,
LX003167,iqu,tamakajuutáani,transitive verb,,,,,,,,,tamakajuúta,,
LX003168,iqu,tamakaajúuni,transitive verb,,,,,,,,,tamakaájuu,,
LX003169,iqu,tamakáani,transitive verb,,,,,,,tamakɨ́ɨni (middle),,tamaka,,
LX003170,iqu,tamakɨjɨɨtáani,intransitive verb,,,,,,,,,tamakɨjɨɨ́ta,,
LX003171,iqu,tamakɨ́ɨni,intransitive verb,,,,,,,tamakáani (active),,tamakɨɨ,,
LX003172,iqu,tamakúuni,transitive verb,,,,,,,,,tamákuu,,
LX003173,iqu,tamakuutáani,transitive verb,,,,,,,,,tamakuúta,,
tamaraki,iqu,tamaraki,noun,,tamarakiwa,,,,,,,tamaraki,,
LX003174,iqu,tamarakíini,transitive verb,,,,,,,,,tamarákii,,dialect variant: tamarásii
LX003175,iqu,tamarásina,noun,,,,,,LX003216,,,tamarásina,,
LX003176,iqu,tamarásiti,noun,,,,,,LX003216,,,tamarásiti,,
LX003177,iqu,tamarásii,transitive verb,,,,,,LX003174,,,tamarásii,,
tamaasi,iqu,tamaasi,noun,,,,,,tamuusi,,,tamaasi,,
LX003178,iqu,tamɨ́nɨɨna,noun,,,,,,,,,tamɨ́nɨɨna,,
LX003179,iqu,tamɨ́riija,noun,,,,,,LX001697,,,tamɨ́riija,,
LX003180,iqu,tamɨ́ɨka,noun,,,,,,,,,tamɨ́ɨka,,Free Variant: tamɨ́ɨna imɨ́ɨni
LX003181,iqu,tamɨ́ɨna,noun,,,,,,,,,tamɨ́ɨna,,
LX003182,iqu,tamɨ́ɨna amákɨɨri,noun,,tamɨ́ɨna amákɨɨriwa,,,,,,,tamɨ́ɨna amákɨɨri,,
LX003183,iqu,tamɨ́ɨna imɨ́ɨni,noun,,tamɨ́ɨna imɨ́ɨka,,‘madre’ of ‘tangarana’,,LX003180,,,tamɨ́ɨna imɨ́ɨni,,
LX003184,iqu,tamɨ́ɨni,transitive verb,,,,,,,,,tamɨ,,
LX003185,iqu,tamɨ́ɨni,intransitive verb,,,,,,,,,tamɨ,,
LX003186,iqu,tamɨɨríina,noun,,,,,,,,,tamɨɨríina,,
LX003187,iqu,tampúura,noun,,,,,,,,,tampúura,,
LX003188,iqu,támuja,noun,,,,,,,,,támuja,,
LX003189,iqu,támuu,noun,,támuuwa,,,,,,,támuu,,
LX003190,iqu,támuu imɨ́ɨni,noun,,támuu imɨ́ɨka,,‘madre’ of {/sp guaba},,,,,támuu imɨ́ɨni,,
LX003191,iqu,tamuujúuni,intransitive verb,,,,,,,,,tamuújuu,,
LX003192,iqu,támuuki,noun,,támuukiwa,,,,,,,támuuki,,
LX003193,iqu,támuuri,noun,,támuuriwa,,,,,,,támuuri,,
tamuusi,iqu,tamuusi,noun,,"tamuusiwa, tamuusika",,,,,,,tamuusi,,dialect variant: tamaasi
tanaja,iqu,tanaja,noun,,,,,,,,,tanaja,,
LX003194,iqu,tanajɨɨtáani,intransitive verb,,,,,,,,,tanajɨɨ́ta,,
LX003195,iqu,tanajɨɨ́taari,noun,,"tanajɨɨ́taariwa, tanajɨɨ́taarika",,,,,,,tanajɨɨ́taari,,
tanaka,iqu,tanaka,noun,,,,,,,,,tanaka,,Free Variant: tɨnɨkɨ
LX003196,iqu,tánaki,noun,,,,,,,,,tánaki,,
LX003197,iqu,tanakíini,transitive verb,,,,,,,,,tanákii,,
tanana,iqu,tanana,adjective,,,,,,,,,tana,,
LX003198,iqu,taniwɨ́ɨni,noun,,,,,,,,,taniwɨ́ɨni,,
LX003199,iqu,taniwɨ́ɨni,noun,,,,,,,,,taniwɨ́ɨni,,
LX003200,iqu,taníyaaka,noun,,,,,,,,,taníyaaka,,
taniija,iqu,taniija,noun,,taniikami,,,,,,,taniija,,
taniika,iqu,taniika,noun,,taniikaka,,,,,,,taniika,,
taniikami,iqu,taniikami,noun,,,,,,taniija,,,taniikami,,
LX003201,iqu,taniikɨ́ɨni,intransitive verb,,,,,,,,,taniíkɨɨ,,
LX003202,iqu,taníiku,noun,,"taaniwa, taníikuka",,,,,,,taníiku,,
LX003203,iqu,taniikúuni,intransitive verb,,,,,,,,,taniíkuu,,
LX003204,iqu,taníini,transitive verb,,,,,,,,,tani,,
LX003205,iqu,taníini,transitive verb,,,,,,,,,tanii,,
LX003206,iqu,taniítaaja,noun,,taniítaakami,,,,,,,taniítaaja,,
LX003207,iqu,taniitaawɨ,noun,,taniitaawɨya,,,,,,,taniitaawɨ,,
taniiti,iqu,taniiti,noun,,,,,,,,,taniiti,,
LX003208,iqu,tanɨ́yaaja,noun,,,,,,,,,tanɨ́yaaja,,
LX003209,iqu,tanɨɨka,noun,,,,,,,,,tanɨɨka,,
tapuja,iqu,tapuja,noun,,,,,,,,,tapuja,,
LX003210,iqu,tapútiaa,noun,,,,,,LX001304,,,tapútiaa,,
LX003211,iqu,Tarakákwaa,proper noun,,,,,,,,,Tarakákwaa,,
tarakana,iqu,tarakana,noun,,,,,,,,,tarakana,,
LX003212,iqu,tarakɨ́ɨni,intransitive verb,,,,,,,,,tarakɨɨ,,Free Variant: tarakɨɨ́ta míini
LX003213,iqu,tarakɨɨ́ta míini,intransitive verb,,,,,,LX003212,,,tarakɨɨ́ta mii,,
LX003214,iqu,tarakɨɨ́tina,adjective,,,,,,,,,tarakɨɨ́ti,,
LX003215,iqu,tarakɨɨtíini,transitive verb,,,,,,,,,tarakɨɨ́tii,,dialect variant: sásaakáani
LX003216,iqu,taramásiti,noun,,,,,,,,,taramásiti,,personal variant (HDC): tamarásina ; Free Variant: tamarásiti
LX003217,iqu,tarawáaja,noun,,,,,from Sp. ‘trabajo’,,,,tarawáaja,,
LX003218,iqu,tarawaajúuni,ambitransitive verb,,,,,"from Sp. ‘trabajar’, with pluractional suffix <-juu>",,,,tarawaájuu,,
LX003219,iqu,tarawaajúuni,ambitransitive verb,,,,,"from Sp. ‘trabajar’, with pluractional suffix <-juu>",,,,tarawaájuu,,
LX003220,iqu,taraásiija,noun,,,,,,,,,taraásiija,,
LX003221,iqu,taraasíini,transitive verb,,,,,,,,,taraásii,,
LX003222,iqu,táraati,noun,,,,,,,,,táraati,,sociolinguistic variant: atáraati
LX003223,iqu,tariáana,noun,,tariáapɨ,,,,,,,tariáana,,
LX003224,iqu,tarɨ́ɨni,intransitive verb,tárɨ,,,,,,,,taárɨ,,
LX003225,iqu,tasikɨ,noun,,tasikɨya,,,,,,,tasikɨ,,
LX003226,iqu,tasikɨ́ɨni,intransitive verb,,,,,,,,,tasíkɨɨ,,
LX003227,iqu,tasínakíini,transitive verb,,,,,,,,,tasínaki,,
LX003228,iqu,tasíyaaka,noun,,,,waiting party,,,,,tasíyaaka,,
tasiina_1,iqu,tasiina,noun,,,,,,,,,tasiina,,
tasiina_2,iqu,tasiina,noun,,,,,,muwaasi,,,tasiina,,
LX003229,iqu,tasíina,noun,,,,,,,,,tasíina,,
LX003230,iqu,tasíini,transitive verb,,,,,,,,,tasii,,
LX003231,iqu,tasíini,transitive verb,,,,,,,,,tásii,,
LX003232,iqu,tasiitáani,transitive verb,,,,,,,,,tasiíta,,
